County/Area,Claim Type,Month,Yr,Date,Claims,Last month claims,Last year claims,Month net change,Year net change,,,
SKAMANIA,Initial claims,5,2005,5/1/05,61,56,,5,,,,
SNOHOMISH,Initial claims,5,2005,5/1/05,2748,2834,,-86,,,,
SPOKANE,Initial claims,5,2005,5/1/05,1688,1845,,-157,,,,
STEVENS,Initial claims,5,2005,5/1/05,165,226,,-61,,,,
THURSTON,Initial claims,5,2005,5/1/05,933,963,,-30,,,,
WAHKIAKUM,Initial claims,5,2005,5/1/05,19,10,,9,,,,
WALLA WALLA,Initial claims,5,2005,5/1/05,183,188,,-5,,,,
WHATCOM,Initial claims,5,2005,5/1/05,802,733,,69,,,,
WHITMAN,Initial claims,5,2005,5/1/05,76,63,,13,,,,
YAKIMA,Initial claims,5,2005,5/1/05,1966,1949,,17,,,,
WASHINGTON STATE,Initial claims,5,2005,5/1/05,33376,37304,,-3928,,,,
WASHINGTON STATE,Continued claims,5,2005,5/1/05,64788,69864,,-5076,,,,
ADAMS,Continued claims,6,2005,6/1/05,213,209,,4,,,,
ASOTIN,Continued claims,6,2005,6/1/05,114,159,,-45,,,,
BENTON,Continued claims,6,2005,6/1/05,1793,1795,,-2,,,,
CHELAN,Continued claims,6,2005,6/1/05,950,1396,,-446,,,,
CLALLAM,Continued claims,6,2005,6/1/05,525,619,,-94,,,,
CLARK,Continued claims,6,2005,6/1/05,2757,2982,,-225,,,,
COLUMBIA,Continued claims,6,2005,6/1/05,30,33,,-3,,,,
COWLITZ,Continued claims,6,2005,6/1/05,1006,1134,,-128,,,,
DOUGLAS,Continued claims,6,2005,6/1/05,444,564,,-120,,,,
FERRY,Continued claims,6,2005,6/1/05,78,106,,-28,,,,
FRANKLIN,Continued claims,6,2005,6/1/05,794,1036,,-242,,,,
GARFIELD,Continued claims,6,2005,6/1/05,9,17,,-8,,,,
GRANT,Continued claims,6,2005,6/1/05,1070,1159,,-89,,,,
GRAYS HARBOR,Continued claims,6,2005,6/1/05,885,1085,,-200,,,,
ISLAND,Continued claims,6,2005,6/1/05,472,497,,-25,,,,
JEFFERSON,Continued claims,6,2005,6/1/05,185,219,,-34,,,,
KING,Continued claims,6,2005,6/1/05,16109,17578,,-1469,,,,
KITSAP,Continued claims,6,2005,6/1/05,1499,1737,,-238,,,,
KITTITAS,Continued claims,6,2005,6/1/05,291,402,,-111,,,,
KLICKITAT,Continued claims,6,2005,6/1/05,222,310,,-88,,,,
LEWIS,Continued claims,6,2005,6/1/05,839,935,,-96,,,,
LINCOLN,Continued claims,6,2005,6/1/05,55,64,,-9,,,,
MASON,Continued claims,6,2005,6/1/05,435,511,,-76,,,,
OKANOGAN,Continued claims,6,2005,6/1/05,508,661,,-153,,,,
PACIFIC,Continued claims,6,2005,6/1/05,211,236,,-25,,,,
PEND OREILLE,Continued claims,6,2005,6/1/05,99,109,,-10,,,,
PIERCE,Continued claims,6,2005,6/1/05,6860,7711,,-851,,,,
SAN JUAN,Continued claims,6,2005,6/1/05,57,78,,-21,,,,
SKAGIT,Continued claims,6,2005,6/1/05,1199,1317,,-118,,,,
SKAMANIA,Continued claims,6,2005,6/1/05,107,124,,-17,,,,
SNOHOMISH,Continued claims,6,2005,6/1/05,6231,6856,,-625,,,,
SPOKANE,Continued claims,6,2005,6/1/05,3475,3923,,-448,,,,
STEVENS,Continued claims,6,2005,6/1/05,407,522,,-115,,,,
THURSTON,Continued claims,6,2005,6/1/05,1753,2000,,-247,,,,
WAHKIAKUM,Continued claims,6,2005,6/1/05,31,34,,-3,,,,
WALLA WALLA,Continued claims,6,2005,6/1/05,405,397,,8,,,,
WHATCOM,Continued claims,6,2005,6/1/05,1663,1731,,-68,,,,
WHITMAN,Continued claims,6,2005,6/1/05,107,126,,-19,,,,
YAKIMA,Continued claims,6,2005,6/1/05,3685,4411,,-726,,,,
ADAMS,Initial claims,6,2005,6/1/05,227,124,,103,,,,
ASOTIN,Initial claims,6,2005,6/1/05,57,89,,-32,,,,
BENTON,Initial claims,6,2005,6/1/05,1077,731,,346,,,,
CHELAN,Initial claims,6,2005,6/1/05,348,611,,-263,,,,
CLALLAM,Initial claims,6,2005,6/1/05,329,271,,58,,,,
CLARK,Initial claims,6,2005,6/1/05,1532,1297,,235,,,,
COLUMBIA,Initial claims,6,2005,6/1/05,20,10,,10,,,,
COWLITZ,Initial claims,6,2005,6/1/05,557,592,,-35,,,,
DOUGLAS,Initial claims,6,2005,6/1/05,204,245,,-41,,,,
FERRY,Initial claims,6,2005,6/1/05,30,29,,1,,,,
FRANKLIN,Initial claims,6,2005,6/1/05,672,468,,204,,,,
GARFIELD,Initial claims,6,2005,6/1/05,3,7,,-4,,,,
GRANT,Initial claims,6,2005,6/1/05,656,490,,166,,,,
GRAYS HARBOR,Initial claims,6,2005,6/1/05,456,531,,-75,,,,
ISLAND,Initial claims,6,2005,6/1/05,280,256,,24,,,,
JEFFERSON,Initial claims,6,2005,6/1/05,88,93,,-5,,,,
KING,Initial claims,6,2005,6/1/05,6609,6165,,444,,,,
KITSAP,Initial claims,6,2005,6/1/05,742,748,,-6,,,,
KITTITAS,Initial claims,6,2005,6/1/05,132,139,,-7,,,,
KLICKITAT,Initial claims,6,2005,6/1/05,73,140,,-67,,,,
LEWIS,Initial claims,6,2005,6/1/05,472,478,,-6,,,,
LINCOLN,Initial claims,6,2005,6/1/05,31,27,,4,,,,
MASON,Initial claims,6,2005,6/1/05,218,246,,-28,,,,
OKANOGAN,Initial claims,6,2005,6/1/05,278,261,,17,,,,
PACIFIC,Initial claims,6,2005,6/1/05,80,113,,-33,,,,
PEND OREILLE,Initial claims,6,2005,6/1/05,38,30,,8,,,,
PIERCE,Initial claims,6,2005,6/1/05,3383,3294,,89,,,,
SAN JUAN,Initial claims,6,2005,6/1/05,28,25,,3,,,,
SKAGIT,Initial claims,6,2005,6/1/05,634,588,,46,,,,
SKAMANIA,Initial claims,6,2005,6/1/05,39,61,,-22,,,,
SNOHOMISH,Initial claims,6,2005,6/1/05,2913,2748,,165,,,,
SPOKANE,Initial claims,6,2005,6/1/05,1825,1688,,137,,,,
STEVENS,Initial claims,6,2005,6/1/05,210,165,,45,,,,
THURSTON,Initial claims,6,2005,6/1/05,909,933,,-24,,,,
WAHKIAKUM,Initial claims,6,2005,6/1/05,16,19,,-3,,,,
WALLA WALLA,Initial claims,6,2005,6/1/05,229,183,,46,,,,
WHATCOM,Initial claims,6,2005,6/1/05,753,802,,-49,,,,
WHITMAN,Initial claims,6,2005,6/1/05,51,76,,-25,,,,
YAKIMA,Initial claims,6,2005,6/1/05,1584,1966,,-382,,,,
WASHINGTON STATE,Initial claims,6,2005,6/1/05,34373,33376,,997,,,,
WASHINGTON STATE,Continued claims,6,2005,6/1/05,57581,64788,,-7207,,,,
ADAMS,Continued claims,7,2005,7/1/05,287,213,,74,,,,
ASOTIN,Continued claims,7,2005,7/1/05,110,114,,-4,,,,
BENTON,Continued claims,7,2005,7/1/05,1933,1793,,140,,,,
CHELAN,Continued claims,7,2005,7/1/05,801,950,,-149,,,,
CLALLAM,Continued claims,7,2005,7/1/05,593,525,,68,,,,
CLARK,Continued claims,7,2005,7/1/05,2870,2757,,113,,,,
COLUMBIA,Continued claims,7,2005,7/1/05,36,30,,6,,,,
COWLITZ,Continued claims,7,2005,7/1/05,973,1006,,-33,,,,
DOUGLAS,Continued claims,7,2005,7/1/05,411,444,,-33,,,,
FERRY,Continued claims,7,2005,7/1/05,72,78,,-6,,,,
FRANKLIN,Continued claims,7,2005,7/1/05,982,794,,188,,,,
GARFIELD,Continued claims,7,2005,7/1/05,6,9,,-3,,,,
GRANT,Continued claims,7,2005,7/1/05,927,1070,,-143,,,,
GRAYS HARBOR,Continued claims,7,2005,7/1/05,839,885,,-46,,,,
ISLAND,Continued claims,7,2005,7/1/05,493,472,,21,,,,
JEFFERSON,Continued claims,7,2005,7/1/05,178,185,,-7,,,,
KING,Continued claims,7,2005,7/1/05,15651,16109,,-458,,,,
KITSAP,Continued claims,7,2005,7/1/05,1457,1499,,-42,,,,
KITTITAS,Continued claims,7,2005,7/1/05,279,291,,-12,,,,
KLICKITAT,Continued claims,7,2005,7/1/05,215,222,,-7,,,,
LEWIS,Continued claims,7,2005,7/1/05,865,839,,26,,,,
LINCOLN,Continued claims,7,2005,7/1/05,55,55,,0,,,,
MASON,Continued claims,7,2005,7/1/05,435,435,,0,,,,
OKANOGAN,Continued claims,7,2005,7/1/05,400,508,,-108,,,,
PACIFIC,Continued claims,7,2005,7/1/05,156,211,,-55,,,,
PEND OREILLE,Continued claims,7,2005,7/1/05,81,99,,-18,,,,
PIERCE,Continued claims,7,2005,7/1/05,6601,6860,,-259,,,,
SAN JUAN,Continued claims,7,2005,7/1/05,52,57,,-5,,,,
SKAGIT,Continued claims,7,2005,7/1/05,1124,1199,,-75,,,,
SKAMANIA,Continued claims,7,2005,7/1/05,90,107,,-17,,,,
SNOHOMISH,Continued claims,7,2005,7/1/05,6028,6231,,-203,,,,
SPOKANE,Continued claims,7,2005,7/1/05,3451,3475,,-24,,,,
STEVENS,Continued claims,7,2005,7/1/05,377,407,,-30,,,,
THURSTON,Continued claims,7,2005,7/1/05,1786,1753,,33,,,,
WAHKIAKUM,Continued claims,7,2005,7/1/05,29,31,,-2,,,,
WALLA WALLA,Continued claims,7,2005,7/1/05,420,405,,15,,,,
WHATCOM,Continued claims,7,2005,7/1/05,1573,1663,,-90,,,,
WHITMAN,Continued claims,7,2005,7/1/05,110,107,,3,,,,
YAKIMA,Continued claims,7,2005,7/1/05,4128,3685,,443,,,,
ADAMS,Initial claims,7,2005,7/1/05,162,227,,-65,,,,
ASOTIN,Initial claims,7,2005,7/1/05,58,57,,1,,,,
BENTON,Initial claims,7,2005,7/1/05,982,1077,,-95,,,,
CHELAN,Initial claims,7,2005,7/1/05,669,348,,321,,,,
CLALLAM,Initial claims,7,2005,7/1/05,333,329,,4,,,,
CLARK,Initial claims,7,2005,7/1/05,1333,1532,,-199,,,,
COLUMBIA,Initial claims,7,2005,7/1/05,23,20,,3,,,,
COWLITZ,Initial claims,7,2005,7/1/05,465,557,,-92,,,,
DOUGLAS,Initial claims,7,2005,7/1/05,306,204,,102,,,,
FERRY,Initial claims,7,2005,7/1/05,23,30,,-7,,,,
FRANKLIN,Initial claims,7,2005,7/1/05,454,672,,-218,,,,
GARFIELD,Initial claims,7,2005,7/1/05,2,3,,-1,,,,
GRANT,Initial claims,7,2005,7/1/05,518,656,,-138,,,,
GRAYS HARBOR,Initial claims,7,2005,7/1/05,426,456,,-30,,,,
ISLAND,Initial claims,7,2005,7/1/05,240,280,,-40,,,,
JEFFERSON,Initial claims,7,2005,7/1/05,63,88,,-25,,,,
KING,Initial claims,7,2005,7/1/05,6104,6609,,-505,,,,
KITSAP,Initial claims,7,2005,7/1/05,678,742,,-64,,,,
KITTITAS,Initial claims,7,2005,7/1/05,133,132,,1,,,,
KLICKITAT,Initial claims,7,2005,7/1/05,121,73,,48,,,,
LEWIS,Initial claims,7,2005,7/1/05,434,472,,-38,,,,
LINCOLN,Initial claims,7,2005,7/1/05,29,31,,-2,,,,
MASON,Initial claims,7,2005,7/1/05,219,218,,1,,,,
OKANOGAN,Initial claims,7,2005,7/1/05,225,278,,-53,,,,
PACIFIC,Initial claims,7,2005,7/1/05,66,80,,-14,,,,
PEND OREILLE,Initial claims,7,2005,7/1/05,32,38,,-6,,,,
PIERCE,Initial claims,7,2005,7/1/05,2986,3383,,-397,,,,
SAN JUAN,Initial claims,7,2005,7/1/05,15,28,,-13,,,,
SKAGIT,Initial claims,7,2005,7/1/05,528,634,,-106,,,,
SKAMANIA,Initial claims,7,2005,7/1/05,60,39,,21,,,,
SNOHOMISH,Initial claims,7,2005,7/1/05,2702,2913,,-211,,,,
SPOKANE,Initial claims,7,2005,7/1/05,1787,1825,,-38,,,,
STEVENS,Initial claims,7,2005,7/1/05,154,210,,-56,,,,
THURSTON,Initial claims,7,2005,7/1/05,898,909,,-11,,,,
WAHKIAKUM,Initial claims,7,2005,7/1/05,10,16,,-6,,,,
WALLA WALLA,Initial claims,7,2005,7/1/05,220,229,,-9,,,,
WHATCOM,Initial claims,7,2005,7/1/05,720,753,,-33,,,,
WHITMAN,Initial claims,7,2005,7/1/05,48,51,,-3,,,,
YAKIMA,Initial claims,7,2005,7/1/05,2944,1584,,1360,,,,
WASHINGTON STATE,Initial claims,7,2005,7/1/05,32611,34373,,-1762,,,,
WASHINGTON STATE,Continued claims,7,2005,7/1/05,56875,57581,,-706,,,,
ADAMS,Continued claims,8,2005,8/1/05,121,287,,-166,,,,
ASOTIN,Continued claims,8,2005,8/1/05,103,110,,-7,,,,
BENTON,Continued claims,8,2005,8/1/05,1885,1933,,-48,,,,
CHELAN,Continued claims,8,2005,8/1/05,1266,801,,465,,,,
CLALLAM,Continued claims,8,2005,8/1/05,547,593,,-46,,,,
CLARK,Continued claims,8,2005,8/1/05,2704,2870,,-166,,,,
COLUMBIA,Continued claims,8,2005,8/1/05,36,36,,0,,,,
COWLITZ,Continued claims,8,2005,8/1/05,962,973,,-11,,,,
DOUGLAS,Continued claims,8,2005,8/1/05,577,411,,166,,,,
FERRY,Continued claims,8,2005,8/1/05,66,72,,-6,,,,
FRANKLIN,Continued claims,8,2005,8/1/05,617,982,,-365,,,,
GARFIELD,Continued claims,8,2005,8/1/05,6,6,,0,,,,
GRANT,Continued claims,8,2005,8/1/05,772,927,,-155,,,,
GRAYS HARBOR,Continued claims,8,2005,8/1/05,848,839,,9,,,,
ISLAND,Continued claims,8,2005,8/1/05,445,493,,-48,,,,
JEFFERSON,Continued claims,8,2005,8/1/05,162,178,,-16,,,,
KING,Continued claims,8,2005,8/1/05,15244,15651,,-407,,,,
KITSAP,Continued claims,8,2005,8/1/05,1394,1457,,-63,,,,
KITTITAS,Continued claims,8,2005,8/1/05,224,279,,-55,,,,
KLICKITAT,Continued claims,8,2005,8/1/05,223,215,,8,,,,
LEWIS,Continued claims,8,2005,8/1/05,766,865,,-99,,,,
LINCOLN,Continued claims,8,2005,8/1/05,64,55,,9,,,,
MASON,Continued claims,8,2005,8/1/05,372,435,,-63,,,,
OKANOGAN,Continued claims,8,2005,8/1/05,508,400,,108,,,,
PACIFIC,Continued claims,8,2005,8/1/05,153,156,,-3,,,,
PEND OREILLE,Continued claims,8,2005,8/1/05,89,81,,8,,,,
PIERCE,Continued claims,8,2005,8/1/05,6284,6601,,-317,,,,
SAN JUAN,Continued claims,8,2005,8/1/05,48,52,,-4,,,,
SKAGIT,Continued claims,8,2005,8/1/05,982,1124,,-142,,,,
SKAMANIA,Continued claims,8,2005,8/1/05,81,90,,-9,,,,
SNOHOMISH,Continued claims,8,2005,8/1/05,5751,6028,,-277,,,,
SPOKANE,Continued claims,8,2005,8/1/05,3445,3451,,-6,,,,
STEVENS,Continued claims,8,2005,8/1/05,330,377,,-47,,,,
THURSTON,Continued claims,8,2005,8/1/05,1674,1786,,-112,,,,
WAHKIAKUM,Continued claims,8,2005,8/1/05,28,29,,-1,,,,
WALLA WALLA,Continued claims,8,2005,8/1/05,398,420,,-22,,,,
WHATCOM,Continued claims,8,2005,8/1/05,1442,1573,,-131,,,,
WHITMAN,Continued claims,8,2005,8/1/05,100,110,,-10,,,,
YAKIMA,Continued claims,8,2005,8/1/05,4330,4128,,202,,,,
ADAMS,Initial claims,8,2005,8/1/05,96,162,,-66,,,,
ASOTIN,Initial claims,8,2005,8/1/05,43,58,,-15,,,,
BENTON,Initial claims,8,2005,8/1/05,794,982,,-188,,,,
CHELAN,Initial claims,8,2005,8/1/05,666,669,,-3,,,,
CLALLAM,Initial claims,8,2005,8/1/05,294,333,,-39,,,,
CLARK,Initial claims,8,2005,8/1/05,1356,1333,,23,,,,
COLUMBIA,Initial claims,8,2005,8/1/05,21,23,,-2,,,,
COWLITZ,Initial claims,8,2005,8/1/05,571,465,,106,,,,
DOUGLAS,Initial claims,8,2005,8/1/05,284,306,,-22,,,,
FERRY,Initial claims,8,2005,8/1/05,27,23,,4,,,,
FRANKLIN,Initial claims,8,2005,8/1/05,301,454,,-153,,,,
GARFIELD,Initial claims,8,2005,8/1/05,0,2,,-2,,,,
GRANT,Initial claims,8,2005,8/1/05,611,518,,93,,,,
GRAYS HARBOR,Initial claims,8,2005,8/1/05,504,426,,78,,,,
ISLAND,Initial claims,8,2005,8/1/05,217,240,,-23,,,,
JEFFERSON,Initial claims,8,2005,8/1/05,79,63,,16,,,,
KING,Initial claims,8,2005,8/1/05,6088,6104,,-16,,,,
KITSAP,Initial claims,8,2005,8/1/05,729,678,,51,,,,
KITTITAS,Initial claims,8,2005,8/1/05,112,133,,-21,,,,
KLICKITAT,Initial claims,8,2005,8/1/05,93,121,,-28,,,,
LEWIS,Initial claims,8,2005,8/1/05,404,434,,-30,,,,
LINCOLN,Initial claims,8,2005,8/1/05,39,29,,10,,,,
MASON,Initial claims,8,2005,8/1/05,205,219,,-14,,,,
OKANOGAN,Initial claims,8,2005,8/1/05,317,225,,92,,,,
PACIFIC,Initial claims,8,2005,8/1/05,91,66,,25,,,,
PEND OREILLE,Initial claims,8,2005,8/1/05,49,32,,17,,,,
PIERCE,Initial claims,8,2005,8/1/05,3226,2986,,240,,,,
SAN JUAN,Initial claims,8,2005,8/1/05,24,15,,9,,,,
SKAGIT,Initial claims,8,2005,8/1/05,491,528,,-37,,,,
SKAMANIA,Initial claims,8,2005,8/1/05,41,60,,-19,,,,
SNOHOMISH,Initial claims,8,2005,8/1/05,2679,2702,,-23,,,,
SPOKANE,Initial claims,8,2005,8/1/05,1675,1787,,-112,,,,
STEVENS,Initial claims,8,2005,8/1/05,163,154,,9,,,,
THURSTON,Initial claims,8,2005,8/1/05,878,898,,-20,,,,
WAHKIAKUM,Initial claims,8,2005,8/1/05,20,10,,10,,,,
WALLA WALLA,Initial claims,8,2005,8/1/05,209,220,,-11,,,,
WHATCOM,Initial claims,8,2005,8/1/05,725,720,,5,,,,
WHITMAN,Initial claims,8,2005,8/1/05,43,48,,-5,,,,
YAKIMA,Initial claims,8,2005,8/1/05,2023,2944,,-921,,,,
WASHINGTON STATE,Initial claims,8,2005,8/1/05,30830,32611,,-1781,,,,
WASHINGTON STATE,Continued claims,8,2005,8/1/05,55054,56875,,-1821,,,,
ADAMS,Continued claims,9,2005,9/1/05,123,121,,2,,,,
ASOTIN,Continued claims,9,2005,9/1/05,88,103,,-15,,,,
BENTON,Continued claims,9,2005,9/1/05,1759,1885,,-126,,,,
CHELAN,Continued claims,9,2005,9/1/05,743,1266,,-523,,,,
CLALLAM,Continued claims,9,2005,9/1/05,509,547,,-38,,,,
CLARK,Continued claims,9,2005,9/1/05,2514,2704,,-190,,,,
COLUMBIA,Continued claims,9,2005,9/1/05,40,36,,4,,,,
COWLITZ,Continued claims,9,2005,9/1/05,903,962,,-59,,,,
DOUGLAS,Continued claims,9,2005,9/1/05,354,577,,-223,,,,
FERRY,Continued claims,9,2005,9/1/05,55,66,,-11,,,,
FRANKLIN,Continued claims,9,2005,9/1/05,538,617,,-79,,,,
GARFIELD,Continued claims,9,2005,9/1/05,5,6,,-1,,,,
GRANT,Continued claims,9,2005,9/1/05,809,772,,37,,,,
GRAYS HARBOR,Continued claims,9,2005,9/1/05,779,848,,-69,,,,
ISLAND,Continued claims,9,2005,9/1/05,379,445,,-66,,,,
JEFFERSON,Continued claims,9,2005,9/1/05,181,162,,19,,,,
KING,Continued claims,9,2005,9/1/05,14070,15244,,-1174,,,,
KITSAP,Continued claims,9,2005,9/1/05,1411,1394,,17,,,,
KITTITAS,Continued claims,9,2005,9/1/05,203,224,,-21,,,,
KLICKITAT,Continued claims,9,2005,9/1/05,121,223,,-102,,,,
LEWIS,Continued claims,9,2005,9/1/05,693,766,,-73,,,,
LINCOLN,Continued claims,9,2005,9/1/05,62,64,,-2,,,,
MASON,Continued claims,9,2005,9/1/05,371,372,,-1,,,,
OKANOGAN,Continued claims,9,2005,9/1/05,376,508,,-132,,,,
PACIFIC,Continued claims,9,2005,9/1/05,159,153,,6,,,,
PEND OREILLE,Continued claims,9,2005,9/1/05,85,89,,-4,,,,
PIERCE,Continued claims,9,2005,9/1/05,5958,6284,,-326,,,,
SAN JUAN,Continued claims,9,2005,9/1/05,52,48,,4,,,,
SKAGIT,Continued claims,9,2005,9/1/05,852,982,,-130,,,,
SKAMANIA,Continued claims,9,2005,9/1/05,71,81,,-10,,,,
SNOHOMISH,Continued claims,9,2005,9/1/05,5451,5751,,-300,,,,
SPOKANE,Continued claims,9,2005,9/1/05,3435,3445,,-10,,,,
STEVENS,Continued claims,9,2005,9/1/05,278,330,,-52,,,,
THURSTON,Continued claims,9,2005,9/1/05,1607,1674,,-67,,,,
WAHKIAKUM,Continued claims,9,2005,9/1/05,30,28,,2,,,,
WALLA WALLA,Continued claims,9,2005,9/1/05,374,398,,-24,,,,
WHATCOM,Continued claims,9,2005,9/1/05,1360,1442,,-82,,,,
WHITMAN,Continued claims,9,2005,9/1/05,66,100,,-34,,,,
YAKIMA,Continued claims,9,2005,9/1/05,2374,4330,,-1956,,,,
ADAMS,Initial claims,9,2005,9/1/05,58,96,,-38,,,,
ASOTIN,Initial claims,9,2005,9/1/05,44,43,,1,,,,
BENTON,Initial claims,9,2005,9/1/05,835,794,,41,,,,
CHELAN,Initial claims,9,2005,9/1/05,364,666,,-302,,,,
CLALLAM,Initial claims,9,2005,9/1/05,302,294,,8,,,,
CLARK,Initial claims,9,2005,9/1/05,1121,1356,,-235,,,,
COLUMBIA,Initial claims,9,2005,9/1/05,24,21,,3,,,,
COWLITZ,Initial claims,9,2005,9/1/05,514,571,,-57,,,,
DOUGLAS,Initial claims,9,2005,9/1/05,181,284,,-103,,,,
FERRY,Initial claims,9,2005,9/1/05,31,27,,4,,,,
FRANKLIN,Initial claims,9,2005,9/1/05,257,301,,-44,,,,
GARFIELD,Initial claims,9,2005,9/1/05,3,0,,3,,,,
GRANT,Initial claims,9,2005,9/1/05,380,611,,-231,,,,
GRAYS HARBOR,Initial claims,9,2005,9/1/05,456,504,,-48,,,,
ISLAND,Initial claims,9,2005,9/1/05,203,217,,-14,,,,
JEFFERSON,Initial claims,9,2005,9/1/05,120,79,,41,,,,
KING,Initial claims,9,2005,9/1/05,5750,6088,,-338,,,,
KITSAP,Initial claims,9,2005,9/1/05,879,729,,150,,,,
KITTITAS,Initial claims,9,2005,9/1/05,126,112,,14,,,,
KLICKITAT,Initial claims,9,2005,9/1/05,70,93,,-23,,,,
LEWIS,Initial claims,9,2005,9/1/05,372,404,,-32,,,,
LINCOLN,Initial claims,9,2005,9/1/05,37,39,,-2,,,,
MASON,Initial claims,9,2005,9/1/05,194,205,,-11,,,,
OKANOGAN,Initial claims,9,2005,9/1/05,206,317,,-111,,,,
PACIFIC,Initial claims,9,2005,9/1/05,94,91,,3,,,,
PEND OREILLE,Initial claims,9,2005,9/1/05,38,49,,-11,,,,
PIERCE,Initial claims,9,2005,9/1/05,2847,3226,,-379,,,,
SAN JUAN,Initial claims,9,2005,9/1/05,27,24,,3,,,,
SKAGIT,Initial claims,9,2005,9/1/05,494,491,,3,,,,
SKAMANIA,Initial claims,9,2005,9/1/05,54,41,,13,,,,
SNOHOMISH,Initial claims,9,2005,9/1/05,2624,2679,,-55,,,,
SPOKANE,Initial claims,9,2005,9/1/05,1800,1675,,125,,,,
STEVENS,Initial claims,9,2005,9/1/05,170,163,,7,,,,
THURSTON,Initial claims,9,2005,9/1/05,808,878,,-70,,,,
WAHKIAKUM,Initial claims,9,2005,9/1/05,11,20,,-9,,,,
WALLA WALLA,Initial claims,9,2005,9/1/05,211,209,,2,,,,
WHATCOM,Initial claims,9,2005,9/1/05,646,725,,-79,,,,
WHITMAN,Initial claims,9,2005,9/1/05,52,43,,9,,,,
YAKIMA,Initial claims,9,2005,9/1/05,1292,2023,,-731,,,,
WASHINGTON STATE,Initial claims,9,2005,9/1/05,28429,30830,,-2401,,,,
WASHINGTON STATE,Continued claims,9,2005,9/1/05,49337,55054,,-5717,,,,
ADAMS,Continued claims,10,2005,10/1/05,122,123,,-1,,,,
ASOTIN,Continued claims,10,2005,10/1/05,98,88,,10,,,,
BENTON,Continued claims,10,2005,10/1/05,2133,1759,,374,,,,
CHELAN,Continued claims,10,2005,10/1/05,595,743,,-148,,,,
CLALLAM,Continued claims,10,2005,10/1/05,575,509,,66,,,,
CLARK,Continued claims,10,2005,10/1/05,2504,2514,,-10,,,,
COLUMBIA,Continued claims,10,2005,10/1/05,47,40,,7,,,,
COWLITZ,Continued claims,10,2005,10/1/05,1055,903,,152,,,,
DOUGLAS,Continued claims,10,2005,10/1/05,339,354,,-15,,,,
FERRY,Continued claims,10,2005,10/1/05,55,55,,0,,,,
FRANKLIN,Continued claims,10,2005,10/1/05,736,538,,198,,,,
GARFIELD,Continued claims,10,2005,10/1/05,7,5,,2,,,,
GRANT,Continued claims,10,2005,10/1/05,808,809,,-1,,,,
GRAYS HARBOR,Continued claims,10,2005,10/1/05,945,779,,166,,,,
ISLAND,Continued claims,10,2005,10/1/05,437,379,,58,,,,
JEFFERSON,Continued claims,10,2005,10/1/05,205,181,,24,,,,
KING,Continued claims,10,2005,10/1/05,14421,14070,,351,,,,
KITSAP,Continued claims,10,2005,10/1/05,1642,1411,,231,,,,
KITTITAS,Continued claims,10,2005,10/1/05,225,203,,22,,,,
KLICKITAT,Continued claims,10,2005,10/1/05,121,121,,0,,,,
LEWIS,Continued claims,10,2005,10/1/05,762,693,,69,,,,
LINCOLN,Continued claims,10,2005,10/1/05,77,62,,15,,,,
MASON,Continued claims,10,2005,10/1/05,416,371,,45,,,,
OKANOGAN,Continued claims,10,2005,10/1/05,340,376,,-36,,,,
PACIFIC,Continued claims,10,2005,10/1/05,203,159,,44,,,,
PEND OREILLE,Continued claims,10,2005,10/1/05,79,85,,-6,,,,
PIERCE,Continued claims,10,2005,10/1/05,6177,5958,,219,,,,
SAN JUAN,Continued claims,10,2005,10/1/05,66,52,,14,,,,
SKAGIT,Continued claims,10,2005,10/1/05,990,852,,138,,,,
SKAMANIA,Continued claims,10,2005,10/1/05,81,71,,10,,,,
SNOHOMISH,Continued claims,10,2005,10/1/05,5566,5451,,115,,,,
SPOKANE,Continued claims,10,2005,10/1/05,3620,3435,,185,,,,
STEVENS,Continued claims,10,2005,10/1/05,333,278,,55,,,,
THURSTON,Continued claims,10,2005,10/1/05,1716,1607,,109,,,,
WAHKIAKUM,Continued claims,10,2005,10/1/05,36,30,,6,,,,
WALLA WALLA,Continued claims,10,2005,10/1/05,429,374,,55,,,,
WHATCOM,Continued claims,10,2005,10/1/05,1451,1360,,91,,,,
WHITMAN,Continued claims,10,2005,10/1/05,77,66,,11,,,,
YAKIMA,Continued claims,10,2005,10/1/05,2816,2374,,442,,,,
ADAMS,Initial claims,10,2005,10/1/05,146,58,,88,,,,
ASOTIN,Initial claims,10,2005,10/1/05,71,44,,27,,,,
BENTON,Initial claims,10,2005,10/1/05,1184,835,,349,,,,
CHELAN,Initial claims,10,2005,10/1/05,478,364,,114,,,,
CLALLAM,Initial claims,10,2005,10/1/05,402,302,,100,,,,
CLARK,Initial claims,10,2005,10/1/05,1378,1121,,257,,,,
COLUMBIA,Initial claims,10,2005,10/1/05,21,24,,-3,,,,
COWLITZ,Initial claims,10,2005,10/1/05,738,514,,224,,,,
DOUGLAS,Initial claims,10,2005,10/1/05,224,181,,43,,,,
FERRY,Initial claims,10,2005,10/1/05,29,31,,-2,,,,
FRANKLIN,Initial claims,10,2005,10/1/05,614,257,,357,,,,
GARFIELD,Initial claims,10,2005,10/1/05,4,3,,1,,,,
GRANT,Initial claims,10,2005,10/1/05,710,380,,330,,,,
GRAYS HARBOR,Initial claims,10,2005,10/1/05,663,456,,207,,,,
